ref;title;author;lastRunTime;totalVotes;competition;domain;dataDependency;codeDependency;awareness;modularity;configurableOptions;scalability;readability;performance;duplicateCodeElimination;total
felipemello/step-by-step-guide-to-the-magic-lb-0-922;step-by-step-guide-to-the-magic-lb-0-922;felipemello;1350;4030;Santander;Finance;0;0;0;0;0;0;0;0;0;0
darbin/principal-component-analysis-approach;principal-component-analysis-approach;darbin;1150;4010;Santander;Finance;0;0;0;0;0;0;0;0;0;0
yassinealouini/mystery-behind-var-68;mystery-behind-var-68;yassinealouini;850;3990;Santander;Finance;0;0;0;0;0;0;0;0;0;0
qitian51212/simple-magic-var-0-922;simple-magic-var-0-922;qitian51212;950;3970;Santander;Finance;0;0;0;0;0;0;0;0;0;0
wakamezake/starter-code-catboost-baseline;starter-code-catboost-baseline;wakamezake;1050;3950;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fl2ooo/create-data;create-data;fl2ooo;550;3930;Santander;Finance;0;0;0;0;0;0;0;0;0;0
faressayah/nlp-with-spacy-nltk-gensim;nlp-with-spacy-nltk-gensim;faressayah;1250;3910;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
roydatascience/santander-transaction-stacking-1-0;santander-transaction-stacking-1-0;roydatascience;1750;3890;Santander;Finance;0;0;0;0;0;0;0;0;0;0
frtgnn/santander-eda-prediction-augmentation;santander-eda-prediction-augmentation;frtgnn;1450;3870;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mhviraf/what-a-decision-tree-cannot-see;what-a-decision-tree-cannot-see;mhviraf;850;3850;Santander;Finance;0;0;0;0;0;0;0;0;0;0
ruby33421/quick-start-0-9-lgb-with-new-features;quick-start-0-9-lgb-with-new-features;ruby33421;1050;3830;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sibmike/are-vars-mixed-up-time-intervals;are-vars-mixed-up-time-intervals;sibmike;950;3810;Santander;Finance;0;0;0;0;0;0;0;0;0;0
brandenkmurray/weird-data-structure-random-data;weird-data-structure-random-data;brandenkmurray;750;3790;Santander;Finance;0;0;0;0;0;0;0;0;0;0
vinhnguyen/accelerating-xgboost-with-gpu;accelerating-xgboost-with-gpu;vinhnguyen;950;3770;Santander;Finance;0;0;0;0;0;0;0;0;0;0
titericz/single-model-using-only-train-counts-information;single-model-using-only-train-counts-information;titericz;1350;3750;Santander;Finance;0;0;0;0;0;0;0;0;0;0
b5strbal/lightgbm-naive-bayes-santander-0-900;lightgbm-naive-bayes-santander-0-900;b5strbal;1150;3730;Santander;Finance;0;0;0;0;0;0;0;0;0;0
dromosys/gpu-accelerated-lightgbm-full;gpu-accelerated-lightgbm-full;dromosys;1050;3710;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jiweiliu/fast-inplace-shuffle-for-augmentation;fast-inplace-shuffle-for-augmentation;jiweiliu;650;3690;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fahadmehfoooz/santader-customer-transaction-classification;santader-customer-transaction-classification;fahadmehfoooz;1250;3670;Santander;Finance;0;0;0;0;0;0;0;0;0;0
quanghm/fastai-1-0-tabular-learner-with-ensemble;fastai-1-0-tabular-learner-with-ensemble;quanghm;1550;3650;Santander;Finance;0;0;0;0;0;0;0;0;0;0
marcospcsj/kernel-cod-valid-cruzada-lgbm;kernel-cod-valid-cruzada-lgbm;marcospcsj;1350;3630;Santander;Finance;0;0;0;0;0;0;0;0;0;0
triplex/more-unique-values-in-train-set-than-test-set;more-unique-values-in-train-set-than-test-set;triplex;550;3610;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fdewes/lgbm-training-augmentation;lgbm-training-augmentation;fdewes;1050;3590;Santander;Finance;0;0;0;0;0;0;0;0;0;0
ymatioun/santander-model-one-feature-at-a-time;santander-model-one-feature-at-a-time;ymatioun;850;3570;Santander;Finance;0;0;0;0;0;0;0;0;0;0
arezoodahesh/santander-customer-transaction-prediction-lgbm;santander-customer-transaction-prediction-lgbm;arezoodahesh;1150;3550;Santander;Finance;0;0;0;0;0;0;0;0;0;0
wuliaokaola/santander-lb-0-869-no-need-to-train;santander-lb-0-869-no-need-to-train;wuliaokaola;350;3530;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jakubczakon/top-public-kernels-comparison;top-public-kernels-comparison;jakubczakon;950;3510;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mingaliev/santander-lgb-new-features-rank-mean-10-folds;santander-lgb-new-features-rank-mean-10-folds;mingaliev;1750;3490;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sibmike/subtracting-normality;subtracting-normality;sibmike;750;3470;Santander;Finance;0;0;0;0;0;0;0;0;0;0
tunguz/adversarial-santander;adversarial-santander;tunguz;1050;3450;Santander;Finance;0;0;0;0;0;0;0;0;0;0
nickycan/compress-70-of-dataset;compress-70-of-dataset;nickycan;450;3430;Santander;Finance;0;0;0;0;0;0;0;0;0;0
subhamsharma96/santander-augment-to-the-rescue;santander-augment-to-the-rescue;subhamsharma96;1250;3410;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mytymohan/sct-prediction-eda-smote-lgbm;sct-prediction-eda-smote-lgbm;mytymohan;1450;3390;Santander;Finance;0;0;0;0;0;0;0;0;0;0
zxspectrum/catboost-gpu;catboost-gpu;zxspectrum;950;3370;Santander;Finance;0;0;0;0;0;0;0;0;0;0
kamalchhirang/simple-lightgbm-with-good-parameters;simple-lightgbm-with-good-parameters;kamalchhirang;850;3350;Santander;Finance;0;0;0;0;0;0;0;0;0;0
tunguz/santander-with-h2o-automl;santander-with-h2o-automl;tunguz;1550;3330;Santander;Finance;0;0;0;0;0;0;0;0;0;0
fuhang/weighted-kernel-naive-bayes-with-lasso-elimination;weighted-kernel-naive-bayes-with-lasso-elimination;fuhang;1150;3310;Santander;Finance;0;0;0;0;0;0;0;0;0;0
gunesevitan/santander-customer-transaction-eda-fe-lgb;santander-customer-transaction-eda-fe-lgb;gunesevitan;1650;3290;Santander;Finance;0;0;0;0;0;0;0;0;0;0
benjibb/denoised-autoencoder-for-feature-engineering;denoised-autoencoder-for-feature-engineering;benjibb;1350;3270;Santander;Finance;0;0;0;0;0;0;0;0;0;0
ranjoranjan/kernel83f071aec1;kernel83f071aec1;ranjoranjan;250;3250;General Data Science;General Data Science;0;0;0;0;0;0;0;0;0;0
silverstone1903/xgboost-baseline;xgboost-baseline;silverstone1903;950;3230;Santander;Finance;0;0;0;0;0;0;0;0;0;0
scirpus/weird-data-structure;weird-data-structure;scirpus;650;3210;Santander;Finance;0;0;0;0;0;0;0;0;0;0
vishesh17/keras-nn-with-scaling-and-regularization;keras-nn-with-scaling-and-regularization;vishesh17;1050;3190;Santander;Finance;0;0;0;0;0;0;0;0;0;0
ashishpatel26/feature-selection-pca-catboost;feature-selection-pca-catboost;ashishpatel26;1250;3170;Santander;Finance;0;0;0;0;0;0;0;0;0;0
roydatascience/blender-of-0-901-solutions;blender-of-0-901-solutions;roydatascience;1850;3150;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sandeepkumar121995/santander-customer-transaction-prediction;santander-customer-transaction-prediction;sandeepkumar121995;1150;3130;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mhviraf/santander-compact-solution-14-lines-will-do;santander-compact-solution-14-lines-will-do;mhviraf;550;3110;Santander;Finance;0;0;0;0;0;0;0;0;0;0
konradb/lgb-parameter-tuning;lgb-parameter-tuning;konradb;1350;3090;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sungdoo/sctp-working-lgb;sctp-working-lgb;sungdoo;950;3070;Santander;Finance;0;0;0;0;0;0;0;0;0;0
naraque/red-neuronal-keras;red-neuronal-keras;naraque;1050;3050;Santander;Finance;0;0;0;0;0;0;0;0;0;0
kwonyoung234/too-many-names-of-params-in-lgbm;too-many-names-of-params-in-lgbm;kwonyoung234;750;3030;Santander;Finance;0;0;0;0;0;0;0;0;0;0
psystat/simple-eda-logistic-regression-speedglm-with-r;simple-eda-logistic-regression-speedglm-with-r;psystat;950;3010;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jiazhuang/a-proof-of-synthetic-data;a-proof-of-synthetic-data;jiazhuang;650;2990;Santander;Finance;0;0;0;0;0;0;0;0;0;0
tilii7/old-school-linear-svm;old-school-linear-svm;tilii7;850;2970;Santander;Finance;0;0;0;0;0;0;0;0;0;0
ymatioun/santander-linear-model-with-additional-features;santander-linear-model-with-additional-features;ymatioun;1050;2950;Santander;Finance;0;0;0;0;0;0;0;0;0;0
vinhnguyen/accelerating-hyper-parameter-searching-with-gpu;accelerating-hyper-parameter-searching-with-gpu;vinhnguyen;1250;2930;Santander;Finance;0;0;0;0;0;0;0;0;0;0
seriousran/0-and-1-distributions-in-each-features;0-and-1-distributions-in-each-features;seriousran;550;2910;Santander;Finance;0;0;0;0;0;0;0;0;0;0
krithi07/logistic-to-lightgbm-for-beginners;logistic-to-lightgbm-for-beginners;krithi07;950;2890;Santander;Finance;0;0;0;0;0;0;0;0;0;0
qqgeogor/keras-nn-mixup;keras-nn-mixup;qqgeogor;1150;2870;Santander;Finance;0;0;0;0;0;0;0;0;0;0
simongrest/finding-peaks-in-the-histograms-of-the-variables;finding-peaks-in-the-histograms-of-the-variables;simongrest;850;2850;Santander;Finance;0;0;0;0;0;0;0;0;0;0
nroman/detecting-outliers-with-chauvenet-s-criterion;detecting-outliers-with-chauvenet-s-criterion;nroman;750;2830;Santander;Finance;0;0;0;0;0;0;0;0;0;0
jiazhuang/demonstrate-naive-bayes;demonstrate-naive-bayes;jiazhuang;650;2810;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mavillan/softordering1dcnn-on-sctp;softordering1dcnn-on-sctp;mavillan;1450;2790;Santander;Finance;0;0;0;0;0;0;0;0;0;0
deepak525/best-parameters-lb-0-900;best-parameters-lb-0-900;deepak525;1050;2770;Santander;Finance;0;0;0;0;0;0;0;0;0;0
philippsinger/frequency-features-without-test-data-information;frequency-features-without-test-data-information;philippsinger;950;2750;Santander;Finance;0;0;0;0;0;0;0;0;0;0
sarmat/eda-and-preprocessing-example;eda-and-preprocessing-example;sarmat;1150;2730;Santander;Finance;0;0;0;0;0;0;0;0;0;0
deepak525/sctp-lightgbm-lb-0-899;sctp-lightgbm-lb-0-899;deepak525;1050;2710;Santander;Finance;0;0;0;0;0;0;0;0;0;0
zfturbo/magic-feature-generator;magic-feature-generator;zfturbo;1350;2690;Santander;Finance;0;0;0;0;0;0;0;0;0;0
nagiss/9-solution-nagiss-part-2-2-weight-sharing-nn;9-solution-nagiss-part-2-2-weight-sharing-nn;nagiss;1750;2670;Santander;Finance;0;0;0;0;0;0;0;0;0;0
rajeshcv/understanding-features;understanding-features;rajeshcv;650;2650;Santander;Finance;0;0;0;0;0;0;0;0;0;0
plasticgrammer/santander-customer-transaction-playground;santander-customer-transaction-playground;plasticgrammer;850;2630;Santander;Finance;0;0;0;0;0;0;0;0;0;0
joaopmpeinado/let-s-show-some-magic-lb-0-922;let-s-show-some-magic-lb-0-922;joaopmpeinado;1250;2610;Santander;Finance;0;0;0;0;0;0;0;0;0;0
hatunina/no-training-challenge;no-training-challenge;hatunina;350;2590;Santander;Finance;0;0;0;0;0;0;0;0;0;0
aawanghui/catboost;catboost;aawanghui;950;2570;Santander;Finance;0;0;0;0;0;0;0;0;0;0
nholloway/comparing-resampling-techniques-and-xgboost;comparing-resampling-techniques-and-xgboost;nholloway;1150;2550;Santander;Finance;0;0;0;0;0;0;0;0;0;0
emrealty/santander-customer-transaction-prediction-lightgbm;santander-customer-transaction-prediction-lightgbm;emrealty;1050;2530;Santander;Finance;0;0;0;0;0;0;0;0;0;0
stevexyu/kfold-convolutional-neural-network;kfold-convolutional-neural-network;stevexyu;1450;2510;Santander;Finance;0;0;0;0;0;0;0;0;0;0
iggisv9t/autoencoder-for-data-structure-visualization;autoencoder-for-data-structure-visualization;iggisv9t;1250;2490;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mailyousufkhan/santander;santander;mailyousufkhan;550;2470;Santander;Finance;0;0;0;0;0;0;0;0;0;0
danielgrimshaw/sklearn-model-exploration;sklearn-model-exploration;danielgrimshaw;950;2450;Santander;Finance;0;0;0;0;0;0;0;0;0;0
dromosys/sctp-working-lgb;sctp-working-lgb;dromosys;850;2430;Santander;Finance;0;0;0;0;0;0;0;0;0;0
morenoh149/rosegold-eda-pca-and-lightgbm-baseline;rosegold-eda-pca-and-lightgbm-baseline;morenoh149;1350;2410;Santander;Finance;0;0;0;0;0;0;0;0;0;0
whitebird/0-923-in-n-5-aug;0-923-in-n-5-aug;whitebird;1050;2390;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mhviraf/what-a-decision-tree-cannot-see-ver-2;what-a-decision-tree-cannot-see-ver-2;mhviraf;950;2370;Santander;Finance;0;0;0;0;0;0;0;0;0;0
gorokhovnik/one-line-solution-what-for;one-line-solution-what-for;gorokhovnik;250;2350;Santander;Finance;0;0;0;0;0;0;0;0;0;0
mingaliev/simple-xgbm-899;simple-xgbm-899;mingaliev;1050;2330;Santander;Finance;0;0;0;0;0;0;0;0;0;0
neibyr/simple-use-mean-target-encoding;simple-use-mean-target-encoding;neibyr;850;2310;Santander;Finance;0;0;0;0;0;0;0;0;0;0
rsmits/cnn-1d-model;cnn-1d-model;rsmits;1150;2290;Santander;Finance;0;0;0;0;0;0;0;0;0;0
schock/santander-ootb-fast-ai-tabular-implementation;santander-ootb-fast-ai-tabular-implementation;schock;950;2270;Santander;Finance;0;0;0;0;0;0;0;0;0;0
anuragraj03/santander-customer-transaction-prediction;santander-customer-transaction-prediction;;;;;;;;;;;;;;;
